"log_id","log_date","log_time","year","month","machine_id","machine_name","machine_model","machine_type","manufacturer","factory_id","factory_name","assembly_line_id","assembly_line_name","temperature","humidity","pressure","vibration","rpm","power","status","health_score","maintenance_alert","efficiency","uptime","downtime","idletime","production_count","errorcode","error_code","last_maintenance_date","next_maintenance_date"
"LOG00000088","18-12-2024","12:14:23",2024,2,"MACH00089","Machine 89","MODEL-8274","CNC Machine","Siemens","FAC01","Factory 1","LINE029","Assembly Line 29","40.9","65.5","6.45","25.18",7098,"3.08","Error","87.01","No","77.91",12,5,7,5591,"E005","Error condition E005","21-10-2024","01-08-2024"
"LOG00000089","22-10-2024","16:41:40",2024,8,"MACH00090","Machine 90","MODEL-1194","Hydraulic Press","ABB","FAC02","Factory 2","LINE030","Assembly Line 30","30.5","76.9","5.44","25.85",976,"48.57","Stopped","77.26","No","75.93",4,9,14,3920,"None","No errors","23-04-2024","12-04-2024"
"LOG00000090","08-11-2024","06:10:17",2024,4,"MACH00091","Machine 91","MODEL-9394","Conveyor","Fanuc","FAC03","Factory 3","LINE001","Assembly Line 1","43.4","35.4","8.52","20.77",7556,"41.85","Running","98.41","No","67.2",11,5,19,338,"E001","Error condition E001","19-07-2024","15-06-2024"
"LOG00000091","10-04-2024","14:13:42",2024,5,"MACH00092","Machine 92","MODEL-4932","Robot Arm","KUKA","FAC04","Factory 4","LINE002","Assembly Line 2","44.8","39.9","1.4","9.6",2000,"48.31","Idle","62.14","Yes","63.43",6,14,6,5295,"E002","Error condition E002","23-12-2024","03-04-2024"
"LOG00000092","19-03-2024","19:15:49",2024,2,"MACH00093","Machine 93","MODEL-6316","Welder","Bosch","FAC05","Factory 5","LINE003","Assembly Line 3","28.2","42","4.86","31.64",9645,"37.55","Maintenance","62.68","Yes","76.6",24,0,1,842,"E003","Error condition E003","17-08-2024","22-02-2024"
"LOG00000093","10-05-2024","02:54:36",2024,8,"MACH00094","Machine 94","MODEL-6516","Drill","Mitsubishi","FAC06","Factory 6","LINE004","Assembly Line 4","76.4","53.3","5.89","7.01",8715,"34.57","Error","94.09","No","67.91",10,14,24,2199,"E004","Error condition E004","17-09-2024","23-09-2024"
"LOG00000094","18-01-2024","02:21:50",2024,1,"MACH00095","Machine 95","MODEL-3247","Lathe","Yaskawa","FAC07","Factory 7","LINE005","Assembly Line 5","46.7","72.5","5.76","29.88",8819,"39.21","Stopped","75.42","No","71.99",20,13,12,6573,"E005","Error condition E005","03-12-2024","25-03-2024"
"LOG00000095","07-11-2024","12:06:17",2024,7,"MACH00096","Machine 96","MODEL-1878","Compressor","Omron","FAC08","Factory 8","LINE006","Assembly Line 6","70","49.7","8.07","8.24",4662,"6.34","Running","91.69","No","97.31",16,0,2,3370,"None","No errors","25-07-2024","27-03-2024"
"LOG00000096","17-02-2024","17:42:42",2024,5,"MACH00097","Machine 97","MODEL-4391","CNC Machine","Siemens","FAC01","Factory 1","LINE007","Assembly Line 7","63.9","37.7","6.11","43.27",718,"11.51","Idle","73","No","88.15",11,4,22,9800,"E001","Error condition E001","24-02-2024","02-11-2024"
"LOG00000097","03-04-2024","23:53:42",2024,8,"MACH00098","Machine 98","MODEL-9987","Hydraulic Press","ABB","FAC02","Factory 2","LINE008","Assembly Line 8","55.6","76","1.67","0.95",4080,"47.01","Maintenance","64.1","Yes","85.29",15,8,4,6707,"E002","Error condition E002","25-08-2024","06-08-2024"
"LOG00000098","18-11-2024","11:35:47",2024,12,"MACH00099","Machine 99","MODEL-5126","Conveyor","Fanuc","FAC03","Factory 3","LINE009","Assembly Line 9","32.7","54.5","9.04","5.84",7043,"24.03","Error","66.73","Yes","71.12",17,10,4,8949,"E003","Error condition E003","07-09-2024","05-04-2024"
"LOG00000099","27-06-2024","04:59:15",2024,12,"MACH00100","Machine 100","MODEL-7993","Robot Arm","KUKA","FAC04","Factory 4","LINE010","Assembly Line 10","57.4","39.2","4.58","38.58",2594,"34.32","Stopped","89.04","No","65.34",19,17,4,7985,"E004","Error condition E004","25-08-2024","03-10-2024"
"LOG00000100","28-10-2024","18:54:19",2024,9,"MACH00001","Machine 1","MODEL-2994","Welder","Bosch","FAC05","Factory 5","LINE011","Assembly Line 11","67.3","76.3","3.8","34.01",8505,"34.13","Running","92.28","No","76.85",16,17,7,6762,"E005","Error condition E005","10-02-2024","06-11-2024"
"LOG00000101","09-01-2024","23:04:29",2024,6,"MACH00002","Machine 2","MODEL-6812","Drill","Mitsubishi","FAC06","Factory 6","LINE012","Assembly Line 12","48.1","72.5","1.24","13.66",5468,"27.16","Idle","85.38","No","78.49",23,13,24,4394,"None","No errors","18-06-2024","23-09-2024"
"LOG00000102","08-04-2024","20:59:58",2024,11,"MACH00003","Machine 3","MODEL-6771","Lathe","Yaskawa","FAC07","Factory 7","LINE013","Assembly Line 13","65.1","31.4","2.16","12.7",56,"3.8","Maintenance","68.67","Yes","86.87",8,10,19,980,"E001","Error condition E001","23-12-2024","11-04-2024"
"LOG00000103","17-11-2024","04:54:07",2024,7,"MACH00004","Machine 4","MODEL-5667","Compressor","Omron","FAC08","Factory 8","LINE014","Assembly Line 14","63.8","49.4","4.15","37.01",4166,"47.82","Error","73.13","No","63.84",19,24,14,6475,"E002","Error condition E002","22-05-2024","02-12-2024"
"LOG00000104","13-04-2024","23:37:41",2024,4,"MACH00005","Machine 5","MODEL-7520","CNC Machine","Siemens","FAC01","Factory 1","LINE015","Assembly Line 15","58.9","78.9","7.52","4.82",5535,"33.69","Stopped","86.65","No","81.03",14,6,14,1991,"E003","Error condition E003","12-12-2024","24-04-2024"
"LOG00000105","23-03-2024","01:05:48",2024,7,"MACH00006","Machine 6","MODEL-7712","Hydraulic Press","ABB","FAC02","Factory 2","LINE016","Assembly Line 16","62.8","59.6","8.27","9.74",3344,"13.12","Running","92.47","No","93.25",12,20,14,8696,"E004","Error condition E004","19-08-2024","04-03-2024"
"LOG00000106","03-05-2024","01:47:32",2024,7,"MACH00007","Machine 7","MODEL-3149","Conveyor","Fanuc","FAC03","Factory 3","LINE017","Assembly Line 17","34.6","69.9","1.58","34.01",5127,"17.98","Idle","97.56","No","79.58",20,12,8,452,"E005","Error condition E005","06-01-2024","23-04-2024"
"LOG00000107","04-04-2024","15:04:38",2024,5,"MACH00008","Machine 8","MODEL-5043","Robot Arm","KUKA","FAC04","Factory 4","LINE018","Assembly Line 18","30","60.5","2.08","37.75",9673,"26.25","Maintenance","50.81","Yes","79.58",10,12,10,6991,"None","No errors","07-05-2024","21-07-2024"
"LOG00000108","27-10-2024","18:07:19",2024,7,"MACH00009","Machine 9","MODEL-7126","Welder","Bosch","FAC05","Factory 5","LINE019","Assembly Line 19","66.1","76.5","4.6","0.92",9404,"7.52","Error","52.8","Yes","79.77",0,5,20,344,"E001","Error condition E001","25-12-2024","03-03-2024"
"LOG00000109","13-04-2024","01:20:40",2024,4,"MACH00010","Machine 10","MODEL-6767","Drill","Mitsubishi","FAC06","Factory 6","LINE020","Assembly Line 20","62.3","73.3","8.25","26.62",3959,"29.95","Stopped","94.67","No","93.69",13,5,21,5019,"E002","Error condition E002","05-10-2024","24-10-2024"
"LOG00000110","17-11-2024","20:10:59",2024,10,"MACH00011","Machine 11","MODEL-9677","Lathe","Yaskawa","FAC07","Factory 7","LINE021","Assembly Line 21","79.6","49.6","5.28","13.27",1145,"10.59","Running","57.98","Yes","98.29",17,9,11,6163,"E003","Error condition E003","23-10-2024","21-01-2024"
"LOG00000111","21-09-2024","04:34:28",2024,6,"MACH00012","Machine 12","MODEL-2223","Compressor","Omron","FAC08","Factory 8","LINE022","Assembly Line 22","59.1","52.1","9.9","47.73",3098,"39.4","Idle","83.97","No","74.74",20,14,16,7133,"E004","Error condition E004","19-07-2024","16-06-2024"
"LOG00000112","11-09-2024","23:18:22",2024,10,"MACH00013","Machine 13","MODEL-9180","CNC Machine","Siemens","FAC01","Factory 1","LINE023","Assembly Line 23","60.4","38.4","9.05","14.1",3571,"37.84","Maintenance","72.6","No","99.01",23,7,10,5711,"E005","Error condition E005","07-01-2024","16-10-2024"
"LOG00000113","06-04-2024","03:35:38",2024,4,"MACH00014","Machine 14","MODEL-3915","Hydraulic Press","ABB","FAC02","Factory 2","LINE024","Assembly Line 24","42.4","65.7","8.04","35.83",9783,"45.43","Error","69.96","Yes","62.67",23,1,10,3577,"None","No errors","04-08-2024","27-05-2024"
"LOG00000114","08-05-2024","03:03:11",2024,3,"MACH00015","Machine 15","MODEL-2473","Conveyor","Fanuc","FAC03","Factory 3","LINE025","Assembly Line 25","58.1","45.2","7.38","23.29",1574,"2.74","Stopped","82.97","No","81.7",17,9,5,1592,"E001","Error condition E001","07-02-2024","24-04-2024"
"LOG00000115","03-12-2024","14:48:53",2024,9,"MACH00016","Machine 16","MODEL-5795","Robot Arm","KUKA","FAC04","Factory 4","LINE026","Assembly Line 26","25.4","74.8","5.29","49.92",500,"32.3","Running","61.53","Yes","78.39",8,6,16,9798,"E002","Error condition E002","13-04-2024","25-08-2024"
"LOG00000116","17-04-2024","08:09:00",2024,1,"MACH00017","Machine 17","MODEL-7947","Welder","Bosch","FAC05","Factory 5","LINE027","Assembly Line 27","30.2","50.3","8.61","41.1",9644,"41.31","Idle","65.38","Yes","79.41",14,1,5,3369,"E003","Error condition E003","04-07-2024","03-08-2024"
"LOG00000117","21-06-2024","04:14:40",2024,11,"MACH00018","Machine 18","MODEL-8455","Drill","Mitsubishi","FAC06","Factory 6","LINE028","Assembly Line 28","40.2","33.9","3.02","17.54",7924,"25.07","Maintenance","63.29","Yes","85.81",21,8,16,4452,"E004","Error condition E004","23-04-2024","15-06-2024"
"LOG00000118","19-11-2024","22:27:15",2024,1,"MACH00019","Machine 19","MODEL-9065","Lathe","Yaskawa","FAC07","Factory 7","LINE029","Assembly Line 29","64.1","47.3","3.1","24.86",1213,"41.6","Error","85.19","No","63.85",11,5,13,1266,"E005","Error condition E005","05-12-2024","08-06-2024"
"LOG00000119","03-10-2024","07:03:15",2024,1,"MACH00020","Machine 20","MODEL-7462","Compressor","Omron","FAC08","Factory 8","LINE030","Assembly Line 30","74","47.4","3.23","17.34",1589,"20.21","Stopped","60.31","Yes","74.67",20,4,18,2897,"None","No errors","04-11-2024","15-08-2024"
"LOG00000120","28-03-2024","07:01:51",2024,5,"MACH00021","Machine 21","MODEL-1295","CNC Machine","Siemens","FAC01","Factory 1","LINE001","Assembly Line 1","59.5","57.8","0.77","11.27",7176,"27.95","Running","96.2","No","93.75",9,5,19,2159,"E001","Error condition E001","02-02-2024","20-09-2024"
"LOG00000121","22-11-2024","07:36:14",2024,7,"MACH00022","Machine 22","MODEL-8150","Hydraulic Press","ABB","FAC02","Factory 2","LINE002","Assembly Line 2","29.2","47.5","4.59","3.6",4460,"36.42","Idle","80.32","No","75.49",22,13,2,7856,"E002","Error condition E002","03-06-2024","01-12-2024"
"LOG00000122","10-07-2024","12:38:13",2024,9,"MACH00023","Machine 23","MODEL-6328","Conveyor","Fanuc","FAC03","Factory 3","LINE003","Assembly Line 3","67.1","46.2","1.1","41.71",2451,"1.83","Maintenance","89.13","No","94.21",10,10,22,3469,"E003","Error condition E003","16-02-2024","17-12-2024"
"LOG00000123","07-02-2024","04:09:36",2024,5,"MACH00024","Machine 24","MODEL-7062","Robot Arm","KUKA","FAC04","Factory 4","LINE004","Assembly Line 4","49.3","37.2","4.75","40.43",5342,"14.05","Error","98.63","No","81.03",2,4,7,1958,"E004","Error condition E004","18-12-2024","12-12-2024"
"LOG00000124","16-07-2024","10:32:37",2024,6,"MACH00025","Machine 25","MODEL-9742","Welder","Bosch","FAC05","Factory 5","LINE005","Assembly Line 5","21.5","42.1","5.16","8.29",922,"45.35","Stopped","71.7","No","60.55",10,2,15,192,"E005","Error condition E005","12-04-2024","18-11-2024"
"LOG00000125","25-01-2024","00:13:37",2024,7,"MACH00026","Machine 26","MODEL-7331","Drill","Mitsubishi","FAC06","Factory 6","LINE006","Assembly Line 6","75.4","61.4","3.5","7.66",5588,"27.62","Running","65.1","Yes","67.64",1,18,19,8926,"None","No errors","16-01-2024","27-06-2024"
"LOG00000126","13-12-2024","14:47:47",2024,6,"MACH00027","Machine 27","MODEL-6896","Lathe","Yaskawa","FAC07","Factory 7","LINE007","Assembly Line 7","40.6","72.6","8.5","16.01",6854,"1.74","Idle","51.95","Yes","99.3",3,15,0,4112,"E001","Error condition E001","01-03-2024","23-09-2024"
"LOG00000127","18-02-2024","23:06:50",2024,5,"MACH00028","Machine 28","MODEL-6501","Compressor","Omron","FAC08","Factory 8","LINE008","Assembly Line 8","48.8","42.5","2.18","21.73",1728,"1.32","Maintenance","72.57","No","83.6",13,0,8,4393,"E002","Error condition E002","10-05-2024","18-10-2024"
"LOG00000128","22-01-2024","20:11:14",2024,8,"MACH00029","Machine 29","MODEL-5414","CNC Machine","Siemens","FAC01","Factory 1","LINE009","Assembly Line 9","58.7","56.5","9.19","2.76",8728,"8.96","Error","54.42","Yes","97.61",23,24,21,3052,"E003","Error condition E003","09-10-2024","26-04-2024"
"LOG00000129","06-12-2024","07:52:02",2024,2,"MACH00030","Machine 30","MODEL-6622","Hydraulic Press","ABB","FAC02","Factory 2","LINE010","Assembly Line 10","66.1","41.9","6.43","25.31",4553,"27.59","Stopped","85.33","No","60.56",0,5,24,5579,"E004","Error condition E004","23-12-2024","15-01-2024"
"LOG00000130","28-02-2024","15:16:52",2024,7,"MACH00031","Machine 31","MODEL-8593","Conveyor","Fanuc","FAC03","Factory 3","LINE011","Assembly Line 11","41","70.6","0.7","5.93",8461,"27.17","Running","82.05","No","77.92",7,3,15,5376,"E005","Error condition E005","13-11-2024","24-06-2024"
"LOG00000131","25-04-2024","18:28:32",2024,12,"MACH00032","Machine 32","MODEL-2484","Robot Arm","KUKA","FAC04","Factory 4","LINE012","Assembly Line 12","43","56.7","5.27","2.6",4890,"2.7","Idle","87.07","No","95.53",10,24,23,7800,"None","No errors","05-06-2024","16-04-2024"
"LOG00000132","03-03-2024","03:42:19",2024,3,"MACH00033","Machine 33","MODEL-4083","Welder","Bosch","FAC05","Factory 5","LINE013","Assembly Line 13","72.7","32.3","9.89","49.72",6581,"40.87","Maintenance","91.59","No","73.64",22,4,16,7848,"E001","Error condition E001","10-06-2024","06-04-2024"
"LOG00000133","12-12-2024","04:33:21",2024,7,"MACH00034","Machine 34","MODEL-7961","Drill","Mitsubishi","FAC06","Factory 6","LINE014","Assembly Line 14","59.3","56.2","7.74","33.61",8285,"46.03","Error","51.29","Yes","77.5",17,5,5,8200,"E002","Error condition E002","06-08-2024","20-06-2024"
"LOG00000134","11-02-2024","05:51:33",2024,1,"MACH00035","Machine 35","MODEL-2135","Lathe","Yaskawa","FAC07","Factory 7","LINE015","Assembly Line 15","54.5","51","7.38","22.7",4233,"24.37","Stopped","64.71","Yes","75.69",22,4,12,528,"E003","Error condition E003","21-05-2024","11-09-2024"
"LOG00000135","07-08-2024","16:28:54",2024,10,"MACH00036","Machine 36","MODEL-7831","Compressor","Omron","FAC08","Factory 8","LINE016","Assembly Line 16","51.1","78.5","5.77","11.06",4535,"11.98","Running","92.25","No","63.89",3,4,13,9391,"E004","Error condition E004","13-08-2024","13-09-2024"
"LOG00000136","03-07-2024","14:27:17",2024,4,"MACH00037","Machine 37","MODEL-2386","CNC Machine","Siemens","FAC01","Factory 1","LINE017","Assembly Line 17","59.3","58","8.72","41.16",3116,"26.32","Idle","65.23","Yes","95.77",5,12,2,2892,"E005","Error condition E005","14-05-2024","02-05-2024"
"LOG00000137","01-08-2024","16:57:40",2024,12,"MACH00038","Machine 38","MODEL-9391","Hydraulic Press","ABB","FAC02","Factory 2","LINE018","Assembly Line 18","45.8","51.4","6.43","49.13",3038,"32.82","Maintenance","76.06","No","79.47",10,9,3,9159,"None","No errors","22-12-2024","01-04-2024"
"LOG00000138","18-07-2024","09:40:26",2024,1,"MACH00039","Machine 39","MODEL-5851","Conveyor","Fanuc","FAC03","Factory 3","LINE019","Assembly Line 19","23.1","33.6","5.94","2.12",5209,"27.53","Error","63.92","Yes","69.49",13,5,23,2152,"E001","Error condition E001","01-02-2024","15-03-2024"
"LOG00000139","10-12-2024","16:16:52",2024,12,"MACH00040","Machine 40","MODEL-1580","Robot Arm","KUKA","FAC04","Factory 4","LINE020","Assembly Line 20","31.5","41.5","4.97","10.01",8832,"32.66","Stopped","70.08","No","70.13",22,14,24,1306,"E002","Error condition E002","21-10-2024","04-09-2024"
"LOG00000140","03-07-2024","18:04:48",2024,8,"MACH00041","Machine 41","MODEL-7944","Welder","Bosch","FAC05","Factory 5","LINE021","Assembly Line 21","74.5","68","9.82","23.29",4724,"40.13","Running","85.17","No","66.1",13,20,12,1830,"E003","Error condition E003","12-01-2024","04-05-2024"
"LOG00000141","24-11-2024","15:57:40",2024,1,"MACH00042","Machine 42","MODEL-8878","Drill","Mitsubishi","FAC06","Factory 6","LINE022","Assembly Line 22","52.8","48.4","9.72","31.41",5659,"40.04","Idle","75.31","No","99.72",5,9,16,1387,"E004","Error condition E004","09-11-2024","02-09-2024"
"LOG00000142","15-01-2024","17:24:35",2024,6,"MACH00043","Machine 43","MODEL-8031","Lathe","Yaskawa","FAC07","Factory 7","LINE023","Assembly Line 23","36.9","72.3","1.78","49.15",9233,"15.63","Maintenance","67.29","Yes","87.25",12,17,23,1464,"E005","Error condition E005","05-03-2024","27-06-2024"
"LOG00000143","11-10-2024","04:39:45",2024,7,"MACH00044","Machine 44","MODEL-3245","Compressor","Omron","FAC08","Factory 8","LINE024","Assembly Line 24","66.6","71.9","1.38","34.45",9960,"0.18","Error","93.46","No","97.71",1,22,15,3109,"None","No errors","25-01-2024","14-05-2024"
"LOG00000144","21-04-2024","11:17:35",2024,2,"MACH00045","Machine 45","MODEL-8224","CNC Machine","Siemens","FAC01","Factory 1","LINE025","Assembly Line 25","39.6","38.3","3.34","28.68",5289,"9.87","Stopped","78.13","No","65.43",12,7,1,35,"E001","Error condition E001","15-04-2024","23-11-2024"
"LOG00000145","05-05-2024","00:59:42",2024,6,"MACH00046","Machine 46","MODEL-7222","Hydraulic Press","ABB","FAC02","Factory 2","LINE026","Assembly Line 26","55.4","72.3","0.58","26.82",7932,"31.97","Running","81.98","No","64.73",4,3,1,8548,"E002","Error condition E002","08-04-2024","11-08-2024"
"LOG00000146","10-01-2024","14:20:54",2024,11,"MACH00047","Machine 47","MODEL-7593","Conveyor","Fanuc","FAC03","Factory 3","LINE027","Assembly Line 27","65.7","52.4","8.69","16.04",8746,"43.54","Idle","64.87","Yes","65.49",15,6,11,7227,"E003","Error condition E003","14-01-2024","13-02-2024"
"LOG00000147","03-12-2024","05:24:34",2024,1,"MACH00048","Machine 48","MODEL-3652","Robot Arm","KUKA","FAC04","Factory 4","LINE028","Assembly Line 28","34.4","58.1","9.46","7.91",2671,"35.41","Maintenance","66.03","Yes","73.89",19,1,24,9688,"E004","Error condition E004","11-12-2024","11-04-2024"
"LOG00000148","13-03-2024","06:07:09",2024,7,"MACH00049","Machine 49","MODEL-4818","Welder","Bosch","FAC05","Factory 5","LINE029","Assembly Line 29","50.5","53.4","7.3","47",4277,"45.53","Error","96.35","No","94.39",13,11,10,5227,"E005","Error condition E005","25-04-2024","24-03-2024"
"LOG00000149","11-01-2024","16:22:16",2024,6,"MACH00050","Machine 50","MODEL-6020","Drill","Mitsubishi","FAC06","Factory 6","LINE030","Assembly Line 30","33.7","37.3","6.2","18.25",3797,"8.97","Stopped","53.15","Yes","67.94",11,18,14,9869,"None","No errors","04-11-2024","26-04-2024"
"LOG00000150","28-10-2024","16:25:12",2024,3,"MACH00051","Machine 51","MODEL-9919","Lathe","Yaskawa","FAC07","Factory 7","LINE001","Assembly Line 1","74.1","58","6.77","41.67",589,"45.11","Running","53.22","Yes","79.17",19,15,8,7948,"E001","Error condition E001","18-01-2024","16-09-2024"
"LOG00000151","22-12-2024","17:01:49",2024,4,"MACH00052","Machine 52","MODEL-7108","Compressor","Omron","FAC08","Factory 8","LINE002","Assembly Line 2","62.6","58.4","8.45","34.83",2717,"45.23","Idle","58.72","Yes","81.6",20,6,13,3684,"E002","Error condition E002","10-12-2024","04-05-2024"
"LOG00000152","23-06-2024","18:02:11",2024,3,"MACH00053","Machine 53","MODEL-7503","CNC Machine","Siemens","FAC01","Factory 1","LINE003","Assembly Line 3","52.2","71.3","4.63","28.85",5185,"25.41","Maintenance","56.21","Yes","67.55",20,16,18,2272,"E003","Error condition E003","01-03-2024","25-08-2024"
"LOG00000153","16-02-2024","07:34:59",2024,6,"MACH00054","Machine 54","MODEL-8772","Hydraulic Press","ABB","FAC02","Factory 2","LINE004","Assembly Line 4","52.8","72.5","2.36","39.81",6072,"44.85","Error","86.69","No","72.04",23,21,19,1028,"E004","Error condition E004","03-08-2024","24-09-2024"
"LOG00000154","12-07-2024","14:17:07",2024,8,"MACH00055","Machine 55","MODEL-9727","Conveyor","Fanuc","FAC03","Factory 3","LINE005","Assembly Line 5","44.6","41.1","9.99","47.44",70,"9.62","Stopped","60.66","Yes","93.18",0,0,20,6755,"E005","Error condition E005","03-04-2024","04-05-2024"
